date,doc_id,corporation,boss,law,action_cnt,rule_cnt
2015-04-24,府勞動字第10431999800號,桂室企業有限公司,劉懿慧,24;32-1,1,2
2015-04-24,府勞動字第10432135200號,鼎穎股份有限公司,許煌盛,39,1,1
2014-08-15,府勞動字第10333791600號,有限責任臺北市原住民營建勞務勞動合作社,王英豔,30-1;36;39,1,3
2014-08-15,府勞動字第10333792100號,辰亞興業股份有限公司,邵春敏,13;24;37;59-11;59-12,1,5
2014-08-26,府勞動字第10333939500號,財團法人商業發展研究院,徐重仁,24;32-2,1,2
2014-09-01,府勞動字第10335228900號,瓷微科技股份有限公司,曾明煌,27,1,1
2014-09-02,府勞動字第10333992600號,康福旅行社股份有限公司,黃明峰,24;32-2,1,2
2014-10-02,府勞動字第10334889000號,壹傳媒電視廣播股份有限公司,練台生,24;32-2;49-5,1,3
2014-10-06,府勞動字第10335914200號,儀大股份有限公司,莊明勳,24,1,1
2015-02-06,府勞動字第10338754200號,萬寶開發顧問股份有限公司,張開忠,22-2,1,1
2015-03-02,府勞動字第10338346300號,國泰醫療財團法人國泰綜合醫院,林志明,24,1,1
2015-03-02,府勞動字第10338802800號,宣麥食品股份有限公司,高志明,30-1;30-5;32-2,1,3
2015-03-03,府勞動字第10338326800號,昇陽茶坊）,陳慶陽,30-1,1,1
2015-03-03,府勞動字第10430028100號,天廚菜館有限公司,陳虎符,30-5,1,1
2015-03-03,府勞動字第10430035000號,沛萌股份有限公司,邱志鴻,30-5,1,1
2015-03-03,府勞動字第10430019800號,北都汽車股份有限公司,周欽賢,30-5,1,1
2015-03-03,府勞動字第10338975800號,梅村大眾食堂有限公司,永連生,30-5,1,1
2015-03-04,府勞動字第10338326700號,光華巴士股份有限公司,廖美英,36;32-2,1,2
2015-03-04,府勞動字第10338725100號,臺北大眾捷運股份有限公司,賀陳旦,32-2,1,1
2015-03-04,府勞動字第10430923200號,新願景股份有限公司,金國誠,37;23-1,1,2
2015-03-04,府勞動字第10338974200號,元味丹尼股份有限公司,柳述勇,30-1;36,1,2
2015-03-05,府勞動字第10430044100號,全國動物醫院台北分院）,李效唐,37,1,1
2015-03-05,府勞動字第10430043800號,五嶽保全股份有限公司,劉莉淇,24;32-2,1,2
2015-03-05,府勞動字第10338635700號,九和汽車股份有限公司,宗成道,24;30-1,1,2
2015-03-05,府勞動字第10338789900號,亦登有限公司,劉淑平,30-5,1,1
2015-03-05,府勞動字第10430025200號,臺北市立萬芳醫院-委託財團法人臺北醫學大學辦理,李飛鵬,24,1,1
2015-03-05,府勞動字第10430016900號,澳亞數位媒體股份有限公司,來俊良,23-1;32-1,1,2
2015-03-06,府勞動字第10338975000號,創今服裝有限公司,盧漢忠,30-5,1,1
2015-03-06,府勞動字第10338975100號,財團法人世新大學,吳永乾,23-1;30-5,1,2
2015-03-06,府勞動字第10338996700號,夯艇堡國際餐飲有限公司,陳德芳,30-1;30-5,1,2
2015-03-09,府勞動字第10338326500號,力山保全股份有限公司,楊居淳,38;32-2;36,1,3
2015-03-09,府勞動字第10338326900號,京都飯店),周美代,30-1;32-1;39;49-1,1,4
2015-03-09,府勞動字第10430923300號,東森警備保全股份有限公司,陳森材,32-2;36,1,2
2015-03-09,府勞動字第10430038300號,饗賓餐旅事業股份有限公司,陳啟昌,24;36,1,2
2015-03-09,府勞動字第10430095700號,德嘉醫療器材科技股份有限公司,童小英,9-1;22-2;24;30-1;32-2;38;39,1,7
2015-03-09,府勞動字第10338976900號,正和機電技術工程有限公司,林佑珊,23-2;32-2,1,2
2015-03-11,府勞動字第10338356300號,東海保全股份有限公司,佐佐木義祐,24;36;39,1,3
2015-03-11,府勞動字第10338356100號,新民學校財團法人臺北市私立新民國民小學附設臺北市私立幼兒園,潘良惜,30-5,1,1
2015-03-11,府勞動字第10430044300號,宸希有限公司,江衍茂,22-2,1,1
2015-03-12,府勞動字第10430922700號,老哥點心店),吳國強,30-5,1,1
2015-03-12,府勞動字第10431513900號,禪風茶趣有限公司,許祖云,24,1,1
2015-03-12,府勞動字第10430923400號,,楊泉,59-14,1,1
2015-03-12,府勞動字第10430025300號,臺北市私立義光育幼院,胡李世美,24,1,1
2015-03-12,府勞動字第10430025100號,誠記小吃店）,鄭曼蕙,30-5,1,1
2015-03-12,府勞動字第10430088800號,孚伸實業有限公司,黃蕙玲,38,1,1
2015-03-13,府勞動字第10430028200號,夢公園有限公司,林志杰,39,1,1
2015-03-13,府勞動字第10430031300號,台甄寵物事業有限公司,馮卉甄,39,1,1
2015-03-13,府勞動字第10430028300號,永昇國際開發股份有限公司,林建成,36,1,1
2015-03-13,府勞動字第10430088300號,阿原工作室股份有限公司,江榮原,30-1;36;39,1,3
2015-03-13,府勞動字第10430050100號,南山人壽保險股份有限公司,郭文德,35,1,1
2015-03-16,府勞動字第10430035100號,中華系統整合股份有限公司,梁隆星,23-1,1,1
2015-03-16,府勞動字第10430031600號,台灣日東電工股份有限公司,宮尾圭一,24,1,1
2015-03-16,府勞動字第10430282500號,財團法人臺北市私立光仁國民小學,龍玉琴,30-5;38,1,2
2015-03-16,府勞動字第10430034500號,喬信保全股份有限公司,蘇雅頌,22-2,1,1
2015-03-16,府勞動字第10338826700號,聯強國際股份有限公司,苗豐強,32-2;36,1,2
2015-03-17,府勞動字第10338635300號,綠德光電股份有限公司,吳明儒,22-2,1,1
2015-03-17,府勞動字第10338630700號,雅登廚飾國際有限公司,曾俊源,37,1,1
2015-03-17,府勞動字第10338630800號,荷蘭商惠知股份有限公司台灣分公司,史都普Johannes Ferdinand Stoop,22-2,1,1
2015-03-18,府勞動字第10430044000號,國泰動物醫院）,張紹沛,30-5,1,1
2015-03-18,府勞動字第10430043300號,尼爾森行銷研究顧問股份有限公司,黃石松,30-5,1,1
2015-03-18,府勞動字第10430043500號,古亭動物醫院）,張哲誠,39,1,1
2015-03-18,府勞動字第10338641600號,財團法人臺北歐洲學校,陳長文,30-5,1,1
2015-03-18,府勞動字第10431165400號,朱江圖書有限公司,朱迪蕊,23-1,1,1
2015-03-18,府勞動字第10430065000號,世茂生醫有限公司,王聖仁,22-2;24;32-1;32-2,1,4
2015-03-18,府勞動字第10430673200號,臺銀人壽保險股份有限公司,陳素甜,9-1,1,1
2015-03-18,府勞動字第10430044500號,寵物王國有限公司,蘇方誠,30-1,1,1
2015-03-18,府勞動字第10430044400號,彭園湘菜館有限公司,詹勝奎,30-1,1,1
2015-03-18,府勞動字第10430043900號,永健工程顧問有限公司,張永發,32-2,1,1
2015-03-18,府勞動字第10430061200號,全國加油站股份有限公司景美加油站,賴正時,22-2;24;30-5,1,3
2015-03-19,府勞動字第10430044200號,致寶工程有限公司,林士豪,22-2,1,1
2015-03-19,府勞動字第10430043600號,聯盛物流有限公司,范俊,22-2,1,1
2015-03-19,府勞動字第10430043700號,聯傑咖啡事業股份有限公司,黃崇適,30-5,1,1
2015-03-19,府勞動字第10430043400號,群暉科技股份有限公司,翁英暉,30-5,1,1
2015-03-20,府勞動字第10430070600號,厚普有限公司,黃俊銘,30-5,1,1
2015-03-20,府勞動字第10338646700號,上清有限公司,上清有限公司,21-1,1,1
2015-03-20,府勞動字第10431152400號,頂響能多潔股份有限公司,柯保羅,24;32-2,1,2
2015-03-20,府勞動字第10430050000號,三石國際開發股份有限公司,陳漢銓,24;30-5,1,2
2015-03-20,府勞動字第10338691100號,晶綺科技股份有限公司,熊家麒,32-2,1,1
2015-03-20,府勞動字第10430088900號,漢記股份有限公司,楊維漢,39,1,1
2015-03-20,府勞動字第10430282800號,香港商馬雅餐飲股份有限公司,施俊彥,22-2,1,1
2015-03-20,府勞動字第10430282600號,台灣寵物世界股份有限公司,陳培中,24,1,1
2015-03-20,府勞動字第10430049700號,法樂有限公司,李依錫,24;39,1,2
2015-03-23,府勞動字第10431151900號,金鹿服裝工業股份有限公司,呂修平,24;38,1,2
2015-03-23,府勞動字第10430050200號,功得電子工業股份有限公司,邱鴻智,24;32-2,1,2
2015-03-23,府勞動字第10430054200號,九和汽車股份有限公司,宗成道,21-1;39,1,2
2015-03-23,府勞動字第10430054300號,紘昇健康事業股份有限公司,張嘉驊,36,1,1
2015-03-23,府勞動字第10430049800號,國聯保全股份有限公司,楊居淳,36,1,1
2015-03-23,府勞動字第10430049600號,大英音樂有限公司,曾春嬌,24,1,1
2015-03-23,府勞動字第10338680900號,財團法人國土規劃及不動產資訊中心,陳明吉,24;32-2,1,2
2015-03-24,府勞動字第10338690000號,兩岸四地三創有限公司,黃佩儀,22-2;30-5,1,2
2015-03-24,府勞動字第10338691000號,友友實業股份有限公司,潘仁德,30-1;32-2,1,2
2015-03-24,府勞動字第10430065300號,馭通網股份有限公司,廖澤民,23-1,1,1
2015-03-24,府勞動字第10430037600號,捷孚凱行銷研究顧問有限公司,黎慧馨,24;30-5;32-2,1,3
2015-03-24,府勞動字第10430061100號,武哥有限公司,顏震武,30-1,1,1
2015-03-24,府勞動字第10338689600號,元鼎國際企業股份有限公司,林明祥,32-2;36;38,1,3
2015-03-25,府勞動字第10430058100號,東區商務中心有限公司,游雅惠,30-5,1,1
2015-03-25,府勞動字第10430058000號,雲雀國際股份有限公司,田中基,38,1,1
2015-03-25,府勞動字第10338754400號,臺北市私立豐橋美語短期補習班）,龔玲慧,30-5,1,1
2015-03-25,府勞動字第10430057900號,砌禾數位動畫有限公司,王俊雄,24,1,1
2015-03-25,府勞動字第10430057800號,安捷達顧問股份有限公司,孟瑞斯,24,1,1
2015-03-26,府勞動字第10431602300號,蓉宏股份有限公司,葉長松,30-1;39,1,2
2015-03-26,府勞動字第10430923500號,全民連鎖動物醫院總院）,李美玲,30-5,1,1
2015-03-26,府勞動字第10430073200號,英屬維京群島商高寶國際有限公司台灣分公司,朱凱蕾,30-1,1,1
2015-03-26,府勞動字第10431124100號,正發企業社),吳潔螢,30-5,1,1
2015-03-26,府勞動字第10338803400號,我們好好股份有限公司,馮惠芸,30-1;37,1,2
2015-03-26,府勞動字第10430078200號,艾恩傑國際行銷有限公司,萬蕙茹,22-2;23-1;39,1,3
2015-03-26,府勞動字第10431596800號,伊甸動物醫院）,高茂仁,32-2,1,1
2015-03-26,府勞動字第10430067900號,崑碁電腦股份有限公司,翁俊楠,30-1,1,1
2015-03-26,府勞動字第10430096300號,美安有限公司,曾美珠,36;39,1,2
2015-03-26,府勞動字第10430070900號,春天酒店股份有限公司,林中民,32-2,1,1
2015-03-26,府勞動字第10338812800號,聯華娛樂飛線傳播事業股份有限公司,于施梅枝,30-5,1,1
2015-03-26,府勞動字第10430083400號,台北市機車服務業職業工會,林榮基,30-5,1,1
2015-03-26,府勞動字第10338803500號,好味全市集股份有限公司,葉裕清,24;32-2,1,2
2015-03-26,府勞動字第10338790100號,光泉食品股份有限公司,汪林祥,36,1,1
2015-03-26,府勞動字第10338803600號,北達汽車股份有限公司,王中和,30-1;37,1,2
2015-03-26,府勞動字第10430065500號,香港商世界健身事業有限公司,柯約翰,24;39,1,2
2015-03-26,府勞動字第10430065900號,韓商淘氣貓股份有限公司,梁盛宇,30-1;30-5,1,2
2015-03-26,府勞動字第10430315000號,翰辰設計有限公司,施忠年,27,1,1
2015-03-27,府勞動字第10400285000號,拿帕里股份有限公司,陳翔立,39,1,1
2015-03-30,府勞動字第10430073100號,聯馥食品股份有限公司,江文喜,30-5,1,1
2015-03-30,府勞動字第10430065100號,財團法人台北基督教女青年會,鄭惠玲,24;30-1;32-2;39,1,4
2015-03-30,府勞動字第10143007070號,臺北市家事服務業職業工會,高美玉,30-5,1,1
2015-03-30,府勞動字第10430071100號,台北市視聽服務業職業工會,李耀明,30-5,1,1
2015-03-31,府勞動字第10338804300號,咖啡捌拾捌咖啡專賣店）,廖欣蘭,24,1,1
2015-03-31,府勞動字第10432246600號,赫徠森國際企業有限公司,深町政則,22-2;24,1,2
2015-03-31,府勞動字第10338804100號,日藥本舖股份有限公司,謝德璋,30-1,1,1
2014-06-23,府勞動字第10333790900號,中華郵政股份有限公司,翁文祺,39,1,1
2014-10-06,府勞動字第10334912400號,匯僑設計興業有限公司,王秀卿,24;30-5;32-2,1,3
2015-02-02,府勞動字第10338201100號,法朋有限公司,李依錫,32-2;24;39,1,3
2015-02-02,府勞動字第10338335900號,福來許生活企業股份有限公司,阮婷憶,22-2;32-2;;24;32-1,1,5
2015-02-03,府勞動字第10338361300號,台灣富士全錄股份有限公司,本多雅,32-1,1,1
2015-02-02,府勞動字第10338635900號,上海商業儲蓄銀行股份有限公司,榮鴻慶,30-5,1,1
2015-02-03,府勞動字第10338754600號,聯安診所）,鄭乃源,39,1,1
2015-02-04,府勞動字第10338630900號,全球保全股份有限公司,汪德源,36;32-2;24,1,3
2015-02-04,府勞動字第10338795400號,艾偉塔科技有限公司,張琇智,27,1,1
2015-02-06,府勞動字第10338760300號,華國大飯店股份有限公司,邱志瀛,32-2,1,1
2015-02-11,府勞動字第10338635200號,伯朗咖啡股份有限公司,李玉鼎,30-1,1,1
2015-02-13,府勞動字第10430020100號,少帥禪園股份有限公司,陳彥勳,30-1,1,1
2015-02-13,府勞動字第10339301200號,全家國際餐飲股份有限公司,張仁敦,30-5,1,1
2015-02-16,府勞動字第10338226400號,誠品生活股份有限公司,吳清友,32-2;24,1,2
2015-02-25,府勞動字第10430034600號,,楊善甫,22-2;30-5,1,2
2015-02-25,府勞動字第10430065200號,尊彩國際藝術有限公司,余彥良,32-2;24,1,2
2015-02-25,府勞動字第10430065700號,一同營造股份有限公司,廉永福,28-2,1,1
2015-02-25,府勞動字第10338827000號,飛弘通運有限公司,朱孝宗,24;38,1,2
2015-02-25,府勞動字第10338974500號,世平興業股份有限公司,張蓉崗,30-5;38,1,2
2015-02-25,府勞動字第10338974300號,台北花園大酒店股份有限公司,張茂松,24,1,1
2015-02-26,府勞動字第10430031200號,覺旅股份有限公司,葉建忠,30-5,1,1
2015-02-26,府勞動字第10338247700號,炙多星小吃店）,陳怡誠,30-1;36;49-1,1,3
2014-06-19,府勞動字第10333099300號,和碩聯合科技股份有限公司,童子賢,24;32-2,1,2
2014-07-07,府勞動字第10333689100號,威合股份有限公司,黃顯智,30-1;37,1,2
2014-07-08,府勞動字第10333932200號,七和實業股份有限公司,宋成功,21-1;30-1;30-5;37,1,4
2014-08-11,府勞動字第10333697700號,禾豐科技國際物流有限公司,吳振興,22-2;24;30-1;32-2;37,1,5
2015-01-06,府勞動字第10337766800號,嘉洲汽車材料有限公司,周文欽,37;38,1,2
2015-01-06,府勞動字第10337791700號,統和營造股份有限公司,林柱雄,27,1,1
2015-01-07,府勞動字第10337796600號,邁偉實業有限公司,林建忠,24;30-1;32-2;35;36,1,5
2015-01-08,府勞動字第10338978800號,六福開發股份有限公司,莊村徹,24;30-1;36,1,3
2015-01-12,府勞動字第10337766300號,森淨有限公司,林基洲,21-1;22-2;24,1,3
2015-01-12,府勞動字第10337770800號,台灣開利股份有限公司,廖居政,32-2;36,1,2
2015-01-12,府勞動字第10337766500號,台灣觀光巴士有限公司,徐范煦敏,30-1;36;37,1,3
2015-01-12,府勞動字第10337764600號,介興營造股份有限公司,林佳淼,22-2,1,1
2015-01-14,府勞動字第10337797100號,幸邑營造股份有限公司,陳竹誠,22-2;23-2;30-5,1,3
2015-01-15,府勞動字第10337793900號,老行家國際燕窩股份有限公司,李成壽,36;37,1,2
2015-01-21,府勞動字第10338645400號,台灣順豐速運股份有限公司,章學芬,24,1,1
2015-01-22,府勞動字第10337793700號,西門子股份有限公司,赫爾曼,30-5,1,1
2015-01-22,府勞動字第10338423500號,饗賓餐旅事業股份有限公司,陳啟昌,39,1,1
2015-01-26,府勞動字第10337796700號,誼光保全股份有限公司,林伯峰,21-1;30-5;36,1,3
2015-01-26,府勞動字第10337800700號,京星餐廳有限公司,林俊易,30-1;37,1,2
2015-01-26,府勞動字第10337797000號,美商怡佳股份有限公司,陳國憫,22-2,1,1
2015-01-26,府勞動字第10338690100號,威裕股份有限公司,丁洋機,30-1;32-2;36,1,3
2015-01-30,府勞動字第10333099300號,京宣企業有限公司,林俊易,30-1;37,1,2
2014-12-30,府勞動字第10337341900號,太豐觀光交通股份有限公司,丁朝明,36,1,1
2014-12-29,府勞動字第10337744000號,富裕人生遊覽車客運有限公司,陳國森,36,1,1
2014-12-29,府勞動字第10337732200號,中華工程股份有限公司,沈慶京,24,1,1
2014-12-29,府勞動字第10338084900號,匯豐(台灣)商業銀行股份有限公司,Jayant Rikhye,24,1,1
2014-12-27,府勞動字第10337749500號,金良運通運有限公司,翁炳贊,36,1,1
2014-12-23,府勞動字第10338084600號,超美企業股份有限公司,蔡璧如,30-1;30-5;37,1,3
2014-12-23,府勞動字第10337037600號,台灣三洋電機股份有限公司,李文峰,22-2,1,1
2014-12-22,府勞動字第10337746600號,棟天有限公司,黃永華,22-2,1,1
2014-12-19,府勞動字第10337021000號,味全食品工業股份有限公司,李鳳翱,30-5,1,1
2014-12-17,府勞動字第10338213100號,豐隆大飯店股份有限公司,郭令明,32-2,1,1
2014-12-15,府勞動字第10337766400號,台灣之星電信股份有限公司,魏應交,24;32-2,1,2
2014-12-08,府勞動字第10336756900號,萬成航空科技股份有限公司,曹美香,22-2,1,1
2014-12-04,府勞動字第10336764200號,玫瑰石通運有限公司,薄定宸,36,1,1
2014-12-04,府勞動字第10336764400號,紅珊瑚通運有限公司,周哲煌,36,1,1
2014-12-02,府勞動字第10337021100號,雙富人力資源顧問有限公司,王翔靖,32-2,1,1
2014-12-01,府勞動字第10336634900號,國興保全股份有限公司,王惠昌,32-2,1,1
2014-11-21,府勞動字第10336634700號,留乃堂食品有限公司,陳育才,24;30-1;38,1,3
2014-11-17,府勞動字第10336186100號,香港商歷亞太有限公司台灣分公司,林鴻揚,32-1;32-2;49-1,1,3
2014-11-10,府勞動字第10335951000號,中興大業巴士股份有限公司,呂良宗,32-2;36,1,2
2014-11-10,府勞動字第10335810700號,中國電視事業股份有限公司,林聖芬,24;32-2,1,2
2014-11-04,府勞動字第10335914400號,達步施企業股份有限公司,施鍊岸,39,1,1
2014-11-03,府勞動字第10335836300號,美其小吃店）,曾美珠,30-1;30-5;38,1,3
2014-10-31,府勞動字第10336617100號,澳亞數位媒體股份有限公司,來俊良,23-1,1,1
2014-10-27,府勞動字第10335950300號,高記食品有限公司,林美金,30-1;39,1,2
2014-10-24,府勞動字第10336194700號,,楊松霖,21-1;30-1;36;39,1,4
2014-10-23,府勞動字第10336749300號,統一超商股份有限公司,羅智先,36,1,1
2014-10-22,府勞動字第10336757400號,聖亞景觀設計有限公司,張宏銘,23-2;36;37,1,3
2014-10-22,府勞動字第10336165300號,荃揚實業有限公司,吳國慶,24,1,1
2014-10-22,府勞動字第10335483300號,雲朗觀光股份有限公司,辜懷如,24;30-1;32-2,1,3
2014-08-26,府勞動字第10335363800號,信義之星公寓大廈管理維護股份有限公司,劉望德,24;30-5;32-2,1,3
2014-07-02,府勞動字第10333661000號,康美企業社）,林淑珠,24;32-2;39,1,3
2014-05-26,府勞動字第10332019000號,欣運西點蛋糕之家）,張馨云,24;30-5;37,1,3
2014-05-21,府勞動字第10332009000號,台灣中油股份有限公司,林聖忠,24;39,1,2
2014-10-21,府勞動字第10335828400號,惠康百貨股份有限公司,,36,1,1
2014-10-21,府勞動字第10335933000號,東京都保全股份有限公司,,24,1,1
2014-10-21,府勞動字第10335836500號,睿騰管理顧問股份有限公司,,7-1;21-1;23-2;30-5,1,4
2014-10-17,府勞動字第10335819000號,台灣伊莎貝爾食品股份有限公司,,32-2,1,1
2014-10-16,府勞動字第10335344300號,中國信託商業銀行股份有限公司,,24;32-2,1,2
2014-10-16,府勞動字第10335811000號,菲姐有限公司,,16-3;22-2;30-1;39,1,4
2014-10-14,府勞動字第10335845600號,摩曼頓企業股份有限公司,,24,1,1
2014-10-13,府勞動字第10335344000號,英利生股份有限公司,,24;37;38,1,3
2014-10-13,府勞動字第10336591400號,大眾電信股份有限公司,,22-2,1,1
2014-10-09,府勞動字第10333952900號,台灣宅配通股份有限公司,,22-2,1,1
2014-10-08,府勞動字第10335509400號,達寬數位行銷有限公司,,24,1,1
2014-10-08,府勞動字第10335509000號,媚登峰健康事業股份有限公司,,36,1,1
2014-10-02,府勞動字第10335344200號,百瑞精鼎國際股份有限公司,,30-5,1,1
2014-09-30,府勞動字第10335465000號,惠康百貨股份有限公司,,30-5,1,1
2014-09-29,府勞動字第10334741300號,新加坡商敦豪全球貨運物流股份有限公司,台灣分公司,32-2,1,1
2014-09-26,府勞動字第10335344600號,三立電視股份有限公司,,32-2,1,1
2014-09-23,府勞動字第10334340900號,麥格子國際有限公司,,30-1;30-5;37;38,1,4
2014-09-23,府勞動字第10334732400號,台灣介入有限公司,,32-2,1,1
2014-09-22,府勞動字第10335324900號,昇曜國際股份有限公司,,24,1,1
2014-09-19,府勞動字第10336165600號,,江佳潔,23-2;30-5;39,1,3
2014-09-19,府勞動字第10334329300號,歐艾斯保全股份有限公司,,32-2;38,1,2
2014-09-17,府勞動字第10334329800號,香港商俊思海外有限公司,台灣分公司,24,1,1
2014-09-12,府勞動字第10335310200號,木村屋食品股份有限公司,,32-2;36,1,2
2014-09-12,府勞動字第10334712500號,伯朗咖啡股份有限公司,,39,1,1
2014-09-10,府勞動字第10334278200號,運捷起重股份有限公司,,23-2;24;30-5,1,3
2014-09-10,府勞動字第10333953900號,運達股份有限公司,,23-2;24;30-5,1,3
2014-09-10,府勞動字第10334051600號,家福股份有限公司,,30-5,1,1
2014-09-10,府勞動字第10335332600號,香港商蘋果日報出版發展有限公司,台灣分公司,30-5,1,1
2014-09-09,府勞動字第10334005800號,長德有線電視股份有限公司,,32-2,1,1
2014-09-04,府勞動字第10334051500號,,蕭慶日,22-2;23-2;37,1,3
2014-09-04,府勞動字第10334029400號,掌櫃科技股份有限公司,,16-3;22-2;30-5,1,3
2014-08-27,府勞動字第10335307700號,傳奇網路遊戲股份有限公司,,24,1,1
2014-06-24,府勞動字第10333344100號,,孫美滿,7-1;23-2;24;30-5;38;39,1,6
2014-06-09,府勞動字第10332512900號,大同奧的斯電梯股份有限公司,,30-1;32-1;32-2;49-1,1,4
2014-06-05,府勞動字第10332805800號,中影股份有限公司,,24;30-5;32-2;39,1,4
2014-05-19,府勞動字第10332024900號,意研堂製作股份有限公司,,32-2,1,1
2014-05-16,府勞動字第10331988400號,,江姵萱,36;38;39,1,3
2014-05-06,府勞動字第10332362200號,博菲特有限公司,,21-1;22-2;30-1;37,1,4
2014-04-28,府勞動字第10332331900號,微風和伊授桌餐飲顧問股份有限公司,,32-1;32-2;36;49-1,1,4
2014-04-07,府勞動字第10331219700號,聯大保全股份有限公司,,21-1;22-2;24;39,1,4
2014-03-26,府勞動字第10331501300號,仁康醫院,,49-1,1,1
2014-01-09,府勞動字第10237354300號,六星集股份有限公司,,9-1;22-2;23-2;30-5;36;38;39,1,7
2014-08-22,府勞動字第10334005300號,養護型),臺北市私立三園老人長期照顧中心,30-1;36,1,2
2014-08-21,府勞動字第10333751200號,龍慶陽有限公司,,24;30-1;39,1,3
2014-08-19,府勞動字第10333999800號,安杰國際保全股份有限公司,,24;32-2;39,1,3
2014-08-18,府勞動字第10333834600號,博洋文化創意股份有限公司,,22-2,1,1
2014-08-11,府勞動字第10333697400號,傲旎全球股份有限公司,,37,1,1
2014-08-08,府勞動字第10333967000號,大南汽車股份有限公司,,32-2,1,1
2014-08-07,府勞動字第10333939700號,統一超商股份有限公司,,32-2;36,1,2
2014-07-31,府勞動字第10333799000號,國興保全股份有限公司,,21-1;36,1,2
2014-07-30,府勞動字第10333697200號,嘉洲汽車材料有限公司,,23-2;24;37;38,1,4
2014-07-30,府勞動字第10334516000號,台業保全股份有限公司,,24,1,1
2014-07-30,府勞動字第10333734500號,,李義雄,27,1,1
2014-07-22,府勞動字第10334254100號,千翔保全股份有限公司,,38,1,1
2014-07-17,府勞動字第10333791300號,橘攝國際婚紗攝影有限公司,,22-2;30-1;30-5;36;37,1,5
2014-07-16,府勞動字第10333703700號,新光三越百貨股份有限公司,,32-2,1,1
2014-07-08,府勞動字第10333684400號,好樣商行有限公司,,22-2;24;32-2;36;39,1,5
2014-07-08,府勞動字第10333932200號,七和實業股份有限公司,,21-1;30-1;30-5;37,1,4
2014-07-07,府勞動字第10333684500號,旭彤診所,,22-2;30-1;37,1,3
2014-07-07,府勞動字第10333684000號,信鐸郵通有限公司,,21-1;24;39,1,3
2014-07-04,府勞動字第10332769300號,銀宇有限公司,,7-1;22-2;24;49-1,1,4
2014-04-07,府勞動字第10331022300號,,賴廷峰,21-1;22-2;24;39,1,4
2014-03-21,府勞動字第10330921900號,家福股份有限公司,,24;30-5;32-1,1,3
2014-03-07,府勞動字第10330916700號,意坊餐飲顧問有限公司,,7-1;23-2;30-5,1,3
2014-03-05,府勞動字第10330806500號,財團法人台灣敦睦聯誼會所屬作業組織圓山大飯店,,39,1,1
2014-02-05,府勞動字第10237612300號,鎧偲國際有限公司,,9-1;24;37,1,3
2014-01-17,府勞動字第10330339100號,家福股份有限公司,,30-1,1,1
2014-01-10,府勞動字第10237579700號,科毅工程股份有限公司,,16-3;22-2,1,2
2013-11-27,府勞動字第10236919600號,縱橫資通能源股份有限公司,,22-2,1,1
2013-10-02,府勞動字第10234981100號,太極影音科技股份有限公司,,23-1,1,1
2013-10-02,府勞動字第10236159200號,財團法人台灣敦睦聯誼會所屬作業組織圓山大飯店,,24;30-1;36;49-1,1,4
2013-08-30,府勞動字第10234802000號,大江國際工程有限公司,,24;30-5;36;39,1,4
2014-06-24,府勞動字第10333344100號,,孫美滿,7-1;23-2;24;30-5;38;39,1,6
2014-06-23,府勞動字第10333114100號,欣欣客運股份有限公司,,32-2;36,1,2
2014-06-20,府勞動字第10333099100號,捲捲王美墨料理有限公司,,24;30-5;36;39,1,4
2014-06-19,府勞動字第10333099600號,香港商蘋果日報出版發展有限公司,台灣分公司,30-5;49-1,1,2
2014-06-19,府勞動字第10334505200號,臺北市私立榮星幼兒園,,30-5,1,1
2014-06-17,府勞動字第10333108800號,富昇人身保險代理人股份有限公司,,24,1,1
2014-06-16,府勞動字第10333084700號,揚霆國際物業管理顧問股份有限公司,,30-1;30-5,1,2
2014-06-16,府勞動字第10332881000號,鳥丸工場食品股份有限公司,,22-2;23-2,1,2
2014-06-16,府勞動字第10332880800號,拿帕里股份有限公司,,22-2;24;32-2;36;37;38,1,6
2014-06-13,府勞動字第10332489400號,富邦媒體科技股份有限公司,,24;32-2,1,2
2014-06-12,府勞動字第10332876300號,臺北市私立陽光寶貝幼兒園,,24,1,1
2014-06-09,府勞動字第10332867900號,臺北市私立捷森幼兒園,,30-5,1,1
2014-06-05,府勞動字第10332482800號,人定有限公司,,21-1;22-2;30-5,1,3
2014-06-05,府勞動字第10332813100號,台灣)商業銀行股份有限公司,花旗,24;30-5,1,2
2014-06-05,府勞動字第10332512800號,序邦設計有限公司,,23-1;24;32-2,1,3
2014-06-05,府勞動字第10332756600號,國防醫學院三軍總醫院松山分院,,24,1,1
2014-05-30,府勞動字第10332513000號,大展保全股份有限公司,,28-2,1,1
2014-05-29,府勞動字第10332958600號,歐艾斯保全股份有限公司,,36,1,1
2014-05-23,府勞動字第10332009100號,,高垂琮,30-1,1,1
2014-05-23,府勞動字第10331998100號,中國醫藥大學附設醫院台北分院,,39,1,1
2014-05-23,府勞動字第10332933800號,萬成航空科技股份有限公司,,39,1,1
2014-05-19,府勞動字第10331972900號,台新國際商業銀行股份有限公司,,24,1,1
2014-05-16,府勞動字第10331959600號,英屬維京群島商灝益有限公司,台灣分公司,22-2;23-2;30-1;30-5;36;38;39;43,1,8
2014-05-16,府勞動字第10332469900號,肌光有限公司,,27,1,1
2014-05-16,府勞動字第10332018500號,亞洲時尚診所,,22-2;23-1;24,1,3
